"card","meaning","german","plural","pdfEntries","teacherRows","url","aliases"
"W511","to research / look up","recherchieren","","W511","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w511/",""
"W512","to mean","bedeuten","","W512","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w512/",""
"W513","to hang up / display","aufhängen","","W513","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w513/",""
"W514","to mix / shuffle","mischen","","W514","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w514/",""
"W515","to help","helfen","","W515","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w515/",""
"W516","to record","aufnehmen","","W516","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w516/",""
"W517","to activate / enable","aktivieren","","W517","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w517/",""
"W518","to pay attention","achten","","W518","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w518/",""
"W519","classroom","der Kursraum","die Kursräume","W519","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w519/",""
"W520","film / video","der Film","die Filme","W520","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w520/",""
"W521","flag","die Flagge","die Flaggen","W521","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w521/",""
"W522","note","die Notiz","die Notizen","W522","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w522/",""
"W523","class survey / statistics","die Kursstatistik","die Kursstatistiken","W523","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w523/",""
"W524","examination","die Prüfung","die Prüfungen","W524","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w524/",""
"W525","preparation","die Vorbereitung","die Vorbereitungen","W525","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w525/",""
"W526","microphone","das Mikrofon","die Mikrofone","W526","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w526/",""
"W527","speech bubble","die Sprechblase","die Sprechblasen","W527","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w527/",""
"W528","course instructor","der Kursleiter / die Kursleiterin","die Kursleiter / die Kursleiterinnen","W528, W529","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w528/",""
"W530","aloud / loud","laut","","W530","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w530/",""
"W531","unemployed","arbeitslos","","W531","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w531/",""
"W532","electronics company","die Elektronikfirma","die Elektronikfirmen","W532","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w532/",""
"W533","can / to be able to","können","","W533","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w533/",""
"W534","Turkish (adjective)","türkisch","","W534","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w534/",""
"W535","to put in order / sort","sortieren","","W535","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w535/",""
"W536","to fit / match","passen","","W536","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w536/",""
"W537","to know / be familiar with","kennen","","W537","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w537/",""
"W538","hour / lesson","die Stunde","die Stunden","W538","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w538/",""
"W539","chain game","das Kettenspiel","die Kettenspiele","W539","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w539/",""
"W540","class mingling / walking-round activity","der Kursspaziergang","die Kursspaziergänge","W540","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w540/",""
"W541","follow-up / clarification question","die Rückfrage","die Rückfragen","W541","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w541/",""
"W542","luck","das Glück","","W542","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w542/",""
"W543","Attention! / Watch out!","Achtung!","","W543","","https://hrezaii95.github.io/german-learning-exam/vocabulary/w543/",""
"N000","0 · zero","null","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-0/",""
"N001","1 · one","eins","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-1/",""
"N002","2 · two","zwei","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-2/",""
"N003","3 · three","drei","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-3/",""
"N004","4 · four","vier","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-4/",""
"N005","5 · five","fünf","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-5/",""
"N006","6 · six","sechs","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-6/",""
"N007","7 · seven","sieben","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-7/",""
"N008","8 · eight","acht","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-8/",""
"N009","9 · nine","neun","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-9/",""
"N010","10 · ten","zehn","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-10/",""
"N011","11 · eleven","elf","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-11/",""
"N012","12 · twelve","zwölf","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-12/",""
"N013","13 · thirteen","dreizehn","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-13/",""
"N014","14 · fourteen","vierzehn","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-14/",""
"N015","15 · fifteen","fünfzehn","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-15/",""
"N016","16 · sixteen","sechzehn","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-16/",""
"N017","17 · seventeen","siebzehn","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-17/",""
"N018","18 · eighteen","achtzehn","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-18/",""
"N019","19 · nineteen","neunzehn","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-19/",""
"N020","20 · twenty","zwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-20/",""
"N021","21 · twenty-one","einundzwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-21/",""
"N022","22 · twenty-two","zweiundzwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-22/",""
"N023","23 · twenty-three","dreiundzwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-23/",""
"N024","24 · twenty-four","vierundzwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-24/",""
"N025","25 · twenty-five","fünfundzwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-25/",""
"N026","26 · twenty-six","sechsundzwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-26/",""
"N027","27 · twenty-seven","siebenundzwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-27/",""
"N028","28 · twenty-eight","achtundzwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-28/",""
"N029","29 · twenty-nine","neunundzwanzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-29/",""
"N030","30 · thirty","dreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-30/",""
"N031","31 · thirty-one","einunddreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-31/",""
"N032","32 · thirty-two","zweiunddreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-32/",""
"N033","33 · thirty-three","dreiunddreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-33/",""
"N034","34 · thirty-four","vierunddreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-34/",""
"N035","35 · thirty-five","fünfunddreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-35/",""
"N036","36 · thirty-six","sechsunddreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-36/",""
"N037","37 · thirty-seven","siebenunddreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-37/",""
"N038","38 · thirty-eight","achtunddreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-38/",""
"N039","39 · thirty-nine","neununddreißig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-39/",""
"N040","40 · forty","vierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-40/",""
"N041","41 · forty-one","einundvierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-41/",""
"N042","42 · forty-two","zweiundvierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-42/",""
"N043","43 · forty-three","dreiundvierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-43/",""
"N044","44 · forty-four","vierundvierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-44/",""
"N045","45 · forty-five","fünfundvierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-45/",""
"N046","46 · forty-six","sechsundvierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-46/",""
"N047","47 · forty-seven","siebenundvierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-47/",""
"N048","48 · forty-eight","achtundvierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-48/",""
"N049","49 · forty-nine","neunundvierzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-49/",""
"N050","50 · fifty","fünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-50/",""
"N051","51 · fifty-one","einundfünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-51/",""
"N052","52 · fifty-two","zweiundfünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-52/",""
"N053","53 · fifty-three","dreiundfünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-53/",""
"N054","54 · fifty-four","vierundfünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-54/",""
"N055","55 · fifty-five","fünfundfünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-55/",""
"N056","56 · fifty-six","sechsundfünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-56/",""
"N057","57 · fifty-seven","siebenundfünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-57/",""
"N058","58 · fifty-eight","achtundfünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-58/",""
"N059","59 · fifty-nine","neunundfünfzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-59/",""
"N060","60 · sixty","sechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-60/",""
"N061","61 · sixty-one","einundsechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-61/",""
"N062","62 · sixty-two","zweiundsechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-62/",""
"N063","63 · sixty-three","dreiundsechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-63/",""
"N064","64 · sixty-four","vierundsechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-64/",""
"N065","65 · sixty-five","fünfundsechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-65/",""
"N066","66 · sixty-six","sechsundsechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-66/",""
"N067","67 · sixty-seven","siebenundsechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-67/",""
"N068","68 · sixty-eight","achtundsechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-68/",""
"N069","69 · sixty-nine","neunundsechzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-69/",""
"N070","70 · seventy","siebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-70/",""
"N071","71 · seventy-one","einundsiebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-71/",""
"N072","72 · seventy-two","zweiundsiebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-72/",""
"N073","73 · seventy-three","dreiundsiebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-73/",""
"N074","74 · seventy-four","vierundsiebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-74/",""
"N075","75 · seventy-five","fünfundsiebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-75/",""
"N076","76 · seventy-six","sechsundsiebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-76/",""
"N077","77 · seventy-seven","siebenundsiebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-77/",""
"N078","78 · seventy-eight","achtundsiebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-78/",""
"N079","79 · seventy-nine","neunundsiebzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-79/",""
"N080","80 · eighty","achtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-80/",""
"N081","81 · eighty-one","einundachtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-81/",""
"N082","82 · eighty-two","zweiundachtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-82/",""
"N083","83 · eighty-three","dreiundachtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-83/",""
"N084","84 · eighty-four","vierundachtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-84/",""
"N085","85 · eighty-five","fünfundachtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-85/",""
"N086","86 · eighty-six","sechsundachtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-86/",""
"N087","87 · eighty-seven","siebenundachtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-87/",""
"N088","88 · eighty-eight","achtundachtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-88/",""
"N089","89 · eighty-nine","neunundachtzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-89/",""
"N090","90 · ninety","neunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-90/",""
"N091","91 · ninety-one","einundneunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-91/",""
"N092","92 · ninety-two","zweiundneunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-92/",""
"N093","93 · ninety-three","dreiundneunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-93/",""
"N094","94 · ninety-four","vierundneunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-94/",""
"N095","95 · ninety-five","fünfundneunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-95/",""
"N096","96 · ninety-six","sechsundneunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-96/",""
"N097","97 · ninety-seven","siebenundneunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-97/",""
"N098","98 · ninety-eight","achtundneunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-98/",""
"N099","99 · ninety-nine","neunundneunzig","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-99/",""
"N100","100 · one hundred","hundert / einhundert","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/number-100/",""
"A01","Letter A","a","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-1/",""
"A02","Letter B","be","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-2/",""
"A03","Letter C","ce","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-3/",""
"A04","Letter D","de","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-4/",""
"A05","Letter E","e","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-5/",""
"A06","Letter F","ef","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-6/",""
"A07","Letter G","ge","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-7/",""
"A08","Letter H","ha","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-8/",""
"A09","Letter I","i","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-9/",""
"A10","Letter J","jot","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-10/",""
"A11","Letter K","ka","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-11/",""
"A12","Letter L","el","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-12/",""
"A13","Letter M","em","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-13/",""
"A14","Letter N","en","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-14/",""
"A15","Letter O","o","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-15/",""
"A16","Letter P","pe","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-16/",""
"A17","Letter Q","ku","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-17/",""
"A18","Letter R","er","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-18/",""
"A19","Letter S","es","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-19/",""
"A20","Letter T","te","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-20/",""
"A21","Letter U","u","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-21/",""
"A22","Letter V","vau","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-22/",""
"A23","Letter W","we","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-23/",""
"A24","Letter X","iks","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-24/",""
"A25","Letter Y","ypsilon","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-25/",""
"A26","Letter Z","zett","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-26/",""
"A27","Letter Ä","A-Umlaut","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-27/",""
"A28","Letter Ö","O-Umlaut","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-28/",""
"A29","Letter Ü","U-Umlaut","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-29/",""
"A30","Letter ß","Eszett / scharfes S","","","","https://hrezaii95.github.io/german-learning-exam/vocabulary/letter-30/",""
